symbol,base_asset,quote_asset,perp_status,spot_status,route_class,asset_tag,asset_tag_confidence,asset_tag_source,positive_funding_candidate,negative_funding_status,current_funding_rate,next_funding_time,funding_history_summary,futures_min_notional,spot_min_notional,effective_min_notional,futures_step_size,spot_step_size,data_timestamp,source_files,exclusion_reason,funding_signal_status
CKBUSDT,CKB,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CLANKERUSDT,CLANKER,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,0.01,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
CLOUSDT,CLO,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00007763,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
COAIUSDT,COAI,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
COLLECTUSDT,COLLECT,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
COMBOUSDT,COMBO,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783036800000,{},5,,5,0.1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
COMMONUSDT,COMMON,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,0,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,STALE_OR_PREVIOUS_PERIOD
COMPUSDT,COMP,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,0.001,0.00100000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
COOKIEUSDT,COOKIE,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
COSUSDT,COS,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
COTIUSDT,COTI,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
COWUSDT,COW,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CROSSUSDT,CROSS,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
CRVUSDT,CRV,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005644,1783036800000,{},5,5.00000000,5,0.1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CTKUSDT,CTK,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CTRUSDT,CTR,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
CTSIUSDT,CTSI,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CUDISUSDT,CUDIS,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,0,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,STALE_OR_PREVIOUS_PERIOD
CUSDT,C,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CVCUSDT,CVC,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CVXUSDT,CVX,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.00100000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CYBERUSDT,CYBER,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
CYSUSDT,CYS,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DAMUSDT,DAM,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DARUSDT,DAR,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783036800000,{},5,,5,0.1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DASHUSDT,DASH,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,0.001,0.00100000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DEEPUSDT,DEEP,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,-0.00035800,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DEFIUSDT,DEFI,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783036800000,{},5,,5,0.001,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DEGENUSDT,DEGEN,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DEGOUSDT,DEGO,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783022400000,{},5,,5,0.1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DENTUSDT,DENT,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,0,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,STALE_OR_PREVIOUS_PERIOD
DEXEUSDT,DEXE,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.01,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DFUSDT,DF,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DGBUSDT,DGB,USDT,SETTLING,TRADING,SPOT_ONLY_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,DISABLED_SPOT_ONLY,0E-8,1783036800000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DIAUSDT,DIA,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DMCUSDT,DMC,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,0,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,STALE_OR_PREVIOUS_PERIOD
DODOXUSDT,DODOX,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DOGEUSDT,DOGE,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,1.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DOGSUSDT,DOGS,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,1.00000000,5,1,1.00,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DOLOUSDT,DOLO,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DOODUSDT,DOOD,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DOTUSDT,DOT,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00002083,1783036800000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DRIFTUSDT,DRIFT,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DUSDT,D,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
DUSKUSDT,DUSK,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DYDXUSDT,DYDX,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,-0.00014675,1783036800000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
DYMUSDT,DYM,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EDENUSDT,EDEN,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EDGEUSDT,EDGE,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
EDUUSDT,EDU,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EGLDUSDT,EGLD,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EIGENUSDT,EIGEN,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,-0.00009200,1783022400000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ELSAUSDT,ELSA,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
ENAUSDT,ENA,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ENJUSDT,ENJ,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ENSOUSDT,ENSO,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ENSUSDT,ENS,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,-0.00006226,1783036800000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EPICUSDT,EPIC,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EPTUSDT,EPT,USDT,SETTLING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0E-8,0,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,STALE_OR_PREVIOUS_PERIOD
ERAUSDT,ERA,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ESPORTSUSDT,ESPORTS,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00049117,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
ESPUSDT,ESP,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,-0.00006430,1783022400000,{},5,5.00000000,5,1,1.00000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ETCUSDT,ETC,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00002409,1783036800000,{},20,5.00000000,20,0.01,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ETHFIUSDT,ETHFI,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ETHUSDT,ETH,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00007337,1783036800000,{},20,5.00000000,20,0.001,0.00010000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
ETHWUSDT,ETHW,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
EULUSDT,EUL,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,0.1,0.01000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
EVAAUSDT,EVAA,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,0.1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
FARTCOINUSDT,FARTCOIN,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,0.1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
FETUSDT,FET,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00010000,1783036800000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
FFUSDT,FF,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,0.00005000,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
FHEUSDT,FHE,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00012421,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
FIDAUSDT,FIDA,USDT,TRADING,TRADING,MARGIN_SPOT_CANDIDATE,CRYPTO,HIGH,exchangeInfo,True,PRIVATE_BORROW_VALIDATION_REQUIRED,-0.00010326,1783022400000,{},5,5.00000000,5,1,0.10000000,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",,CURRENT_ACTIONABLE
FIGHTUSDT,FIGHT,USDT,TRADING,,PERP_ONLY_EXCLUDED,CRYPTO,HIGH,exchangeInfo,False,DISABLED_PERP_ONLY,0.00005000,1783022400000,{},5,,5,1,,1783010369633,"[""fapi_exchange_info.json"", ""spot_exchange_info.json"", ""fapi_premium_index.json""]",NO_SPOT_MARKET,CURRENT_ACTIONABLE
